lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,FBS_ISN_Public,Government,What is the main content of the second-to-last page of the document?,"[16608, 69, 18651, 11897, 7014, 8114, 11498, 6577, 10480, 6710]","[9387, 9388, 9389, 9383]",Not Found,0.0
0.5,FBS_INL_Public,Government,What is the title of the document?,"[11453, 6577, 10101, 985, 6215, 6566, 3440, 6239, 103, 1029]",[9128],Not Found,0.0
0.5,FBS_INL_Public,Government,What is the main focus of INL to mitigate the risks of criminals quickly adopting new methods of synthetic drug production?,"[9159, 15733, 18128, 17671, 18157, 18129, 15705, 15757, 17881, 17873]",[9159],1,1.0
0.5,FBS_INL_Public,Government,Is disrupting synthetic drug markets one of the objectives of Bureau Goal 1?,"[9144, 9155, 18047, 18768, 18157, 16889, 18139, 18769, 15898, 17930]",[9144],1,1.0
0.5,DOS-FY2023-Agency-Financial-Report-508,Government,On which page does the report present the chart of U.S. Department of State Organization?,"[11430, 11906, 11920, 7020, 10502, 6588, 6589, 11464, 11484, 6608]","[6667, 6669]",Not Found,0.0
0.5,FBS_DS_10JAN2022_PUBLICv2,Government,On which page does the report detail the Bureau Objective 4.2?,"[11077, 7718, 6964, 12592, 10482, 12546, 12558, 7931, 12492, 12484]","[8626, 8630]",Not Found,0.0
0.5,FBS_S_GWI_Public,Government,What essential factors must be considered for S/GWI to foster regular outreach and coordination according to Bureau Objective 4.3?,"[10071, 9383, 10058, 8404, 8818, 8139, 10040, 9066, 8679, 9259]",[10071],1,1.0
0.5,FBS_S_GWI_Public,Government,What is the title of the document?,"[6577, 11453, 10101, 985, 6239, 6215, 103, 13687, 6566, 3440]",[9990],Not Found,0.0
0.5,FBS_S_GWI_Public,Government,What is the major message conveyed in the last page?,"[11485, 11488, 1167, 6627, 11476, 11486, 11504, 11450, 10147, 12839]","[10082, 10078]",Not Found,0.0
0.5,FBS_S_GAC_Public,Government,When was the document approved?,"[8672, 9299, 8254, 9694, 9549, 1552, 8255, 15836, 14607, 8252]",[9925],Not Found,0.0
0.5,FBS_S_GAC_Public,Government,Does PEPFAR have experience working with marginalized populations?,"[9907, 9951, 9962, 9929, 9904, 9984, 9947, 9988, 9932, 9974]",[9988],8,1.0
0.5,FBS_S_GAC_Public,Government,Will PEPFAR increase its funding and support for community-led monitoring?,"[9935, 9974, 9942, 9943, 9945, 9951, 9967, 9973, 9906, 9972]",[9935],1,1.0
0.5,FBS_OFM_10JAN2022_PUBLIC,Government,What institution or agency released the report?,"[19345, 16357, 3962, 6634, 16965, 12840, 11530, 16607, 4060, 15388]",[9607],Not Found,0.0
0.5,FBS_OBO_27APR2023v2_PUBLIC,Government,On which page does the document detail Bureau Objective 2.1?,"[1029, 198, 971, 3039, 195, 102, 196, 19465, 970, 985]",[9508],Not Found,0.0
0.5,FBS_OBO_27APR2023v2_PUBLIC,Government,What specific areas will OBO incorporate Enterprise Risk Management (ERM) considerations into?,"[9479, 10415, 11817, 9536, 6908, 9537, 11803, 11170, 12788, 11388]",[9479],1,1.0
0.5,FBS_OBO_27APR2023v2_PUBLIC,Government,How many major sections are listed in the Table of Contents?,"[15762, 5924, 6181, 17421, 10980, 632, 7157, 11708, 10631, 12388]","[9467, 9468]",Not Found,0.0
0.5,Country_Reports_2021_Complete_MASTER.no_maps-011323-Accessible,Government,Who is the former leader of Jemaah Islamiya that was released from prison in January 2021?,"[2841, 5543, 5548, 5547, 5546, 5545, 5549, 2845, 5542, 5544]","[2841, 2830]",1,0.5
0.5,Country_Reports_2021_Complete_MASTER.no_maps-011323-Accessible,Government,What are the implications of Pakistan's International Border Management Security System with regard to border security enhancement?,"[4612, 2166, 4627, 2197, 4643, 9189, 4291, 3683, 4484, 4586]",[2166],2,1.0
0.5,FBS_PRM_Public,Government,What is the title of the document?,"[6577, 11453, 10101, 985, 103, 6566, 3440, 6239, 6215, 6563]",[9779],Not Found,0.0
0.5,FBS_PRM_Public,Government,What is the main content of the last page of the document?,"[7014, 11897, 10168, 10480, 13598, 6207, 6315, 105, 196, 6429]","[9858, 9859, 9861, 9862]",Not Found,0.0
0.5,FBS_PRM_Public,Government,What organization provides technical assistance to governments for developing migration policies as per PRM funding?,"[9843, 9789, 9786, 9801, 9228, 9816, 19406, 19551, 8155, 9838]","[9843, 9838]",1,1.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,What specific measures does Prosper Africa intend to implement to enhance trade relationships between the U.S. and Africa?,"[19370, 19369, 19365, 19373, 19328, 19320, 19315, 3474, 17647, 15490]",[19369],2,1.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,When was the document approved?,"[8672, 9299, 8254, 9549, 9694, 8255, 1552, 15836, 8252, 14607]",[19409],Not Found,0.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,What sectors are mentioned where U.S. businesses are highly competitive in Africa?,"[19368, 854, 8679, 410, 903, 19565, 10356, 15179, 19382, 838]",[19368],1,1.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,What is the USAID Africa Trade and Investment Activity aimed to promote?,"[19377, 19373, 5087, 5116, 8670, 5072, 5109, 19369, 5108, 9374]",[19377],1,1.0
0.5,JRS-AF_JRS_FINAL_Formatted_Public-Version,Government,What section in the Table of Contents details the bureau's strategic planning approach?,"[8113, 8114, 8116, 8975, 9468, 8647, 9056, 8733, 9993, 9782]",[19312],Not Found,0.0
0.5,JRS-NEA-ME_JRS_FINAL_Formatted_Public-Version-1,Government,How many objectives are under the Bureau Goal 2?,"[8761, 9940, 8300, 8299, 8449, 19510, 9572, 19642, 9171, 19641]","[19616, 19617, 19612]",Not Found,0.0
0.5,FBS_CT_Public,Government,Is disrupting terrorist financing a focus of the CT's efforts?,"[2016, 4460, 996, 4673, 1418, 4982, 1982, 1628, 1990, 4604]",[8531],Not Found,0.0
0.5,FBS_CT_Public,Government,"What page of the document outlines the ""Bureau Strategic Framework""?","[8991, 8989, 8745, 8995, 8988, 8994, 8746, 8740, 8993, 9559]",[8488],Not Found,0.0
0.5,FBS_CSO_Public,Government,How does the Bureau plan to enhance its involvement in peace processes according to the strategic framework?,"[8438, 8460, 8454, 8443, 9189, 19635, 9169, 19317, 9081, 8440]","[8451, 8452, 8454, 8455]",3,0.25
0.5,FBS_CSO_Public,Government,Is the enhancement of CSO's competitiveness tied to the recruitment of a diverse workforce?,"[8469, 8434, 19378, 301, 8384, 8370, 8376, 8395, 8402, 8380]",[8434],2,1.0
0.5,FBS_GTM_18FEB2022_PUBLIC,Government,Is GTM collaborating with the Secretary’s Office of Diversity and Inclusion to implement the DEIA Strategic Plan?,"[8982, 9033, 19482, 9032, 9211, 8992, 11220, 7526, 19584, 19611]",[8982],1,1.0
0.5,FBS_GTM_18FEB2022_PUBLIC,Government,What is the purpose of DEIA barrier analyses that GTM is participating in?,"[9029, 8983, 8984, 9035, 9031, 8982, 9033, 15998, 16671, 15991]",[8982],6,1.0
0.5,FBS_GTM_18FEB2022_PUBLIC,Government,What page does the Bureau Strategic Framework section begin on?,"[8657, 9402, 9618, 8740, 9408, 9405, 9550, 9078, 9623, 19492]",[8986],Not Found,0.0
0.5,INCSR-Vol-INCSR-Vol.-I-1,Government,What law enforcement unit was created in Benin in January 2018?,"[16145, 4561, 1484, 3914, 1094, 2150, 2109, 1048, 15327, 4237]","[16145, 16138]",1,0.5
0.5,INCSR-Vol-INCSR-Vol.-I-1,Government,What is the purpose of the General Law on Coca (Law 906)?,"[18266, 16156, 16157, 16923, 15259, 15040, 13820, 14075, 3772, 15457]",[16156],2,1.0
0.5,INCSR-Vol-INCSR-Vol.-2-pdf,Government,What is the mandate of the Financial Services Authority (FSA) in Saint Vincent and the Grenadines?,"[15136, 15142, 15145, 13736, 15135, 15147, 15144, 16448, 15150, 16439]","[15136, 15123]",1,0.5
0.5,INCSR-Vol-INCSR-Vol.-2-pdf,Government,Did Albania see substantial progress in combating money laundering and financial crimes in 2018?,"[13793, 13814, 1439, 1440, 13805, 2250, 15286, 14496, 4699, 14535]",[13793],1,1.0
0.5,FBS_ECA_10JAN2022_PUBLIC,Government,Is bridging skills gaps in STEM and IT fields a part of ECA's endeavors?,"[8764, 8780, 10032, 7095, 297, 12633, 9450, 296, 11982, 13427]","[8761, 8764]",1,0.5
0.5,FBS_ECA_10JAN2022_PUBLIC,Government,Does the ECA's strategy include improving media literacy to strengthen independent media?,"[8768, 2611, 8766, 2581, 8762, 2580, 19546, 3676, 19671, 1976]","[8768, 8763]",1,0.5
0.5,FBS_ECA_10JAN2022_PUBLIC,Government,Does the ECA aim to completely eliminate negative experiences in exchange programs?,"[8756, 8753, 8759, 8737, 8752, 8764, 8776, 8761, 8780, 8770]",[8756],1,1.0
0.5,FBS_ECA_10JAN2022_PUBLIC,Government,What specific requirement does the ECA advocate for to counteract potential negative effects of U.S. government exchange programs?,"[19669, 5097, 9903, 2599, 8759, 1502, 8441, 18601, 301, 18855]","[8755, 8759]",5,0.5
0.5,Macbook_air,Guidebook,"How many figures are shown in this guidebook to teach users ""Two-finger scrolling"" tips?","[5177, 5176, 5502, 5182, 5174, 5180, 5505, 18857, 19058, 5181]","[5176, 5177]",1,1.0
0.5,Macbook_air,Guidebook,"According to this guideline, enumerate all jacks or ports located at the right side of MacBook Air.","[5163, 5506, 5366, 5162, 5495, 5201, 5164, 5031, 5167, 5166]","[5161, 5163]",1,0.5
0.5,Macbook_air,Guidebook,"List all the countries/regions mentioned in the ""Regulatory Compliance Information"" part of this guidebook (except the U.S.). Your answer should be in English.","[12653, 16219, 4175, 9279, 11831, 7569, 11657, 1630, 13683, 3599]","[5444, 5417, 5419, 5422, 5424, 5393, 5456, 5431, 5433]",Not Found,0.0
0.5,Macbook_air,Guidebook,"I'm a Macbook Air user in Mexico.  According to this guidebook, which number shall I call for seeking Applecare service and support?","[5335, 5336, 5225, 5327, 5200, 5505, 5329, 5334, 5239, 5338]",[5338],10,1.0
0.5,Macbook_air,Guidebook,"According to this guideline, what is on the left side of the MacBook Air's camera?","[5353, 5083, 5348, 5163, 5160, 5164, 5200, 5222, 5159, 5327]",[5141],Not Found,0.0
0.5,NUS-FASS-Graduate-Guidebook-2021-small,Guidebook,List all the Chinese universities that have a student exchange programme with FASS. Write the answer in alphabetical order.,"[18878, 18877, 18857, 18983, 18901, 19027, 18876, 18860, 18871, 18903]",[18894],Not Found,0.0
0.5,NUS-FASS-Graduate-Guidebook-2021-small,Guidebook,"For all the people that appear in the guidebook to speak for their department or programmes, how many of them are assistant professors? ","[19182, 18962, 18961, 19331, 19270, 18881, 18874, 18993, 19359, 18879]",[19345],Not Found,0.0
0.5,NUS-Business-School-BBA-Brochure-2024,Brochure,"From 2022 graduate employment survey,  graduates with which degree have the highest average monthly salary?","[18629, 18934, 18628, 19093, 19292, 18633, 18630, 18627, 19157, 18823]","[18632, 18629, 18631]",1,0.33
0.5,NUS-Business-School-BBA-Brochure-2024,Brochure,What are the representative courses for majors that need 64 major curriculum units?,"[18677, 18707, 18624, 18828, 18706, 18961, 18669, 18962, 18684, 18703]","[18677, 18700, 18701]",1,0.33
0.5,NUS-Business-School-BBA-Brochure-2024,Brochure,How many social media accounts might NUS Business School have?,"[18851, 18854, 18737, 18828, 18666, 18626, 18762, 18849, 18812, 18706]","[18851, 18852, 18853]",1,0.33
0.5,NUS-Business-School-BBA-Brochure-2024,Brochure,"In the photo provided by BRYAN VOON,  how many different people are there wearing glasses?","[18833, 19348, 422, 18772, 19555, 18812, 18983, 200, 18730, 18729]",[18833],1,1.0
0.5,NUS-Business-School-BBA-Brochure-2024,Brochure,How many weeks do students need to reach work experience milestone and get 8 units?,"[18723, 18720, 18676, 18725, 18786, 18785, 18722, 4154, 18784, 4157]","[18720, 18723, 18767]",1,0.67
0.5,NETFLIX_2015_10K,Financial report,"what is the FY2015 unadjusted EBITDA % margin for Netflix?Answer in percentage term, round to one decimal place.","[18061, 8974, 8977, 3877, 18018, 18003, 3878, 8925, 3894, 8923]","[17529, 17525]",Not Found,0.0
0.5,NETFLIX_2015_10K,Financial report,What is Netflix working capital in FY2015?Answer in thousands.,"[4930, 17527, 17520, 17330, 17607, 17316, 17531, 804, 2389, 17588]",[17322],Not Found,0.0
0.5,NETFLIX_2015_10K,Financial report,What is sales to working capital ratio of Neflix in FY 2015?Round your answer to two decimal places.,"[10359, 4152, 13265, 1692, 12577, 3213, 11751, 8041, 2552, 3307]","[17529, 17531, 17525]",Not Found,0.0
0.5,NETFLIX_2015_10K,Financial report,What amount did  personnel-related costs increase for Netfilx in 2015? Answer in millions.,"[17381, 17374, 17376, 17383, 17887, 9081, 8196, 13173, 7405, 13169]","[17373, 17374]",2,0.5
0.5,NETFLIX_2015_10K,Financial report,what is advertsing expense of Neflix in FY 2015? Answer in millions,"[17525, 17177, 17531, 17533, 17529, 17527, 17209, 16895, 17514, 16894]","[17561, 17574]",Not Found,0.0
0.5,NETFLIX_2015_10K,Financial report,what is advertsing expense to sales ratio of Neflix in FY 2015? Round your answer to three decimal places.,"[3431, 9410, 9408, 13792, 13791, 9277, 11835, 1740, 12501, 12581]","[17561, 17525, 17574]",Not Found,0.0
0.5,NETFLIX_2015_10K,Financial report,what is research and development expense of Neflix in FY 2015? Answer in thousands.,"[17209, 17514, 17531, 17533, 17177, 16895, 17717, 17527, 17525, 17528]",[17372],Not Found,0.0
0.5,NETFLIX_2015_10K,Financial report,what is sales to stockholder equity ratio  of Neflix in FY 2015? Round your answer to three decimal places.,"[17533, 474, 18259, 9240, 9242, 11610, 16176, 7158, 9259, 16178]","[17529, 17531, 17525]",Not Found,0.0
0.5,NETFLIX_2015_10K,Financial report,what method did netflix use to pay the dividend to shareholders in FY2015.,"[17316, 17209, 17494, 17192, 17704, 17720, 17705, 17703, 17706, 17495]",[17585],Not Found,0.0
0.5,NETFLIX_2015_10K,Financial report,what is operating leases occurred in FY 2015 for Netfilx?Answer in million.,"[17529, 17525, 17515, 17533, 17531, 17527, 17514, 17528, 17530, 17524]",[17632],Not Found,0.0
0.5,NETFLIX_2015_10K,Financial report,"what percentage did Global streaming memberships increase from 2014 to 2015?Answer in percentage term, round to one decimal places.","[17329, 17323, 17321, 17330, 17352, 17194, 17356, 17688, 17344, 17349]",[17329],1,1.0
0.5,NETFLIX_2015_10K,Financial report,what profit  did Memberships contribute to in Domestic Streaming Segment in FY2015? Answer in thousands.,"[17447, 17696, 17197, 17692, 17694, 17341, 17688, 17338, 17689, 17344]",[17340],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,what is the FY2021 inventory turnover ratio for Nike?Round your answer to two decimal places.,"[11328, 18025, 15983, 11630, 18472, 18059, 18471, 18061, 3259, 8195]","[18249, 18254]",Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is receive turnover in FY2021 for Nike? Round your answer to two decimal places.,"[18470, 18472, 18471, 18025, 18490, 18059, 18061, 18491, 18069, 18558]","[18249, 18254]",Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is payables  turnover in FY2021 for Nike? Round your answer to two decimal places.,"[18472, 18471, 18061, 18059, 18470, 18491, 18490, 18025, 18069, 9890]","[18249, 18254]",Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is  cash_ratio in FY2021 for Nike? Round your answer to two decimal places.,"[18471, 18061, 18472, 18025, 18059, 18069, 18470, 18490, 18491, 18558]",[18254],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is  cash conversion cycle in FY2021 for Nike? Round your answer to two decimal places.,"[18471, 18061, 18472, 18490, 18059, 18470, 18025, 18491, 18069, 18558]","[18249, 18254]",Not Found,0.0
0.5,NIKE_2021_10K,Financial report,What is current ratio in FY2021 for Nike?  Round your answer to two decimal places.,"[18471, 18061, 18490, 18472, 18059, 18025, 18491, 18470, 18069, 18558]",[18254],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,"What is cash ratio  in FY2021 for Nike? Round your answer to two decimal places.

 ","[18025, 18061, 18490, 18471, 18059, 18491, 18472, 18069, 18470, 18038]",[18254],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,"What is quick ratio cycle in FY2021 for Nike? Round your answer to two decimal places.

","[18471, 18061, 18470, 18025, 18490, 18069, 18472, 18059, 18491, 18558]",[18254],Not Found,0.0
0.5,NIKE_2021_10K,Financial report,what is accrual liabilities in FY2021 for Nike? Answer in millions.,"[7154, 7214, 6952, 7519, 12565, 11812, 7200, 18356, 17674, 7204]",[18356],8,1.0
0.5,NIKE_2021_10K,Financial report,What are the  key categories that Nike focuses on for their brand product offerings?,"[18472, 18471, 18470, 18059, 18028, 18000, 18264, 18025, 18061, 17813]",[17759],Not Found,0.0
0.5,N19-1170,Academic paper,Does increasing specificity in responses lead to more nonsensical outputs?,"[6046, 6045, 6053, 6135, 6088, 6098, 5670, 6460, 6428, 5886]",[6044],Not Found,0.0
0.5,N19-1170,Academic paper,Was the conditional training method effective in controlling response-relatedness?,"[6022, 6054, 6034, 6061, 6009, 5995, 6043, 6067, 6062, 6044]","[6040, 6054]",2,0.5
0.5,N19-1170,Academic paper,How is the attribute of Specificity quantitatively determined according to Figure 1?,"[6090, 6144, 6085, 6147, 6151, 6140, 5999, 6145, 6138, 6084]",[5999],7,1.0
0.5,N19-1170,Academic paper,How does the introduction of repetition control affect the question-asking rate at the highest control level (z=10)?,"[6061, 6058, 6151, 6089, 6078, 6140, 6147, 6144, 6145, 6143]",[6061],1,1.0
0.5,N18-2084,Academic paper,Did multilingual pre-training benefit all language pairs in this research?,"[5946, 5934, 5943, 5944, 5965, 5962, 5953, 5951, 5945, 5948]","[5968, 5954]",Not Found,0.0
