"lambda_rel","doc_name","domain","question","layout_retrieved","gt","first_hit_rank","recall","source_range"
"0.5","8e7c4cb542ad160f80fb3d795ada35d8","Research report / Introduction","What is the residential capacity of Staten Island from 2003 to 2007? Give me an integer.","[5266, 5240, 5260, 5268, 5263, 5262, 5296, 4878, 5267, 5237]","[5266, 5258]","1","0.5","75-100"
"0.5","8e7c4cb542ad160f80fb3d795ada35d8","Research report / Introduction","What is the first subdivision topic in the title of the Areas for future research?","[5305, 5304, 3790, 10322, 10321, 11460, 3792, 5301, 3789, 3793]","[5306]","Not Found","0.0","75-100"
"0.5","8e7c4cb542ad160f80fb3d795ada35d8","Research report / Introduction","What is the sum of the number of cars in the figures on page 2 and the number of bars in the figures on page 4? Write the answer in int format.","[1566, 1741, 90, 1552, 612, 502, 1740, 1691, 10243, 1794]","[5225, 5231]","Not Found","0.0","75-100"
"0.5","8e7c4cb542ad160f80fb3d795ada35d8","Research report / Introduction","List the number of the people in the figure in page 6, the number of buildings in page 14,  and the number of legends in figure A in page 3. Write the answer in the list format, for example, [""1"",""2""]","[11524, 11273, 11522, 12056, 11384, 4640, 11443, 11444, 5270, 11815]","[5226, 5301, 5250]","Not Found","0.0","75-100"
"0.5","91521110100M_4K_UHD_Display_User_Manual_V1.1","Guidebook","A transmitter operating at a frequency of 500 MHz has a rated maximum output power of 10 W. Using the recommended separation distances between portable and mobile RF communications equipment and the M270TF-XXX / M320TF-XXX, calculate the minimum separation distance required for this transmitter. Write down the answer in float format with 2 decimals.","[5499, 5503, 5497, 5502, 5504, 5496, 5501, 5576, 5571, 5492]","[5503]","2","1.0","75-100"
"0.5","91521110100M_4K_UHD_Display_User_Manual_V1.1","Guidebook","For the users with the safety approval of UL Listed and CSA , what is the second bullet point for safety?","[5520, 5623, 5400, 8727, 11665, 7859, 5574, 10261, 5624, 5905]","[5526, 5527]","Not Found","0.0","75-100"
"0.5","91521110100M_4K_UHD_Display_User_Manual_V1.1","Guidebook","In the Section Warning and Cautions, what is the subsection name contains a figure of screen in the guidebook?","[5133, 5337, 11142, 5423, 5505, 5411, 5375, 4455, 5532, 11485]","[5560, 5558, 5559]","Not Found","0.0","75-100"
"0.5","91521110100M_4K_UHD_Display_User_Manual_V1.1","Guidebook","In the table at page 28,  which signal has the least frequency in the guidebook?","[5601, 5597, 5594, 5612, 5609, 5579, 5604, 5580, 5581, 5584]","[5570]","Not Found","0.0","75-100"
"0.5","8dfc21ec151fb9d3578fc32d5c4e5df9","Guidebook","What's the geographic market name for EPS Code AR01?

","[5035, 5034, 3167, 5037, 5038, 4887, 4896, 2935, 5036, 11604]","[4991]","Not Found","0.0","75-100"
"0.5","8dfc21ec151fb9d3578fc32d5c4e5df9","Guidebook","How many geographic markers in Greater Houston, Texas?","[5325, 4989, 4638, 4637, 12189, 5038, 4635, 4266, 6141, 8735]","[4997, 4998]","Not Found","0.0","75-100"
"0.5","8dfc21ec151fb9d3578fc32d5c4e5df9","Guidebook","What is the Word written in Orange box on page 17?","[4382, 11481, 1041, 6779, 5493, 11749, 11882, 5404, 2298, 2300]","[5171]","Not Found","0.0","75-100"
"0.5","8dfc21ec151fb9d3578fc32d5c4e5df9","Guidebook","How many geographic market names are listed under Los Angeles area?","[5038, 5037, 5039, 3165, 5036, 3090, 6733, 7840, 7843, 5325]","[5037, 5039]","2","1.0","75-100"
"0.5","8dfc21ec151fb9d3578fc32d5c4e5df9","Guidebook","How many geographic markets in Texas belongs to the Major Metropolitan Area?","[4890, 4897, 4996, 4980, 5000, 4901, 4989, 3167, 4942, 4900]","[4996, 4997, 4998]","3","0.33","75-100"
"0.5","8dfc21ec151fb9d3578fc32d5c4e5df9","Guidebook","How many recorded videos in the Recorded Demonstration section?","[226, 236, 231, 4861, 4870, 4447, 4868, 229, 4863, 4871]","[4867, 4870, 4873, 4875, 4862]","5","0.2","75-100"
"0.5","8dfc21ec151fb9d3578fc32d5c4e5df9","Guidebook","In the context of the College Board Search Platform, is market CA03 considered part of the San Francisco Bay Area? Answer 'yes' or 'no'.","[8322, 7676, 5039, 10012, 8324, 2721, 8321, 2117, 7673, 5286]","[5033, 5036]","Not Found","0.0","75-100"
"0.5","8dfc21ec151fb9d3578fc32d5c4e5df9","Guidebook","Within the geographic market segments defined by the College Board Search platform, which of the two designated areas, CA19 or Covina and West Covina, encompasses a larger geographic region?","[5039, 2999, 6140, 5038, 6139, 9500, 6141, 12190, 3165, 12189]","[5018, 4995, 5039]","1","0.33","75-100"
"0.5","8dfc21ec151fb9d3578fc32d5c4e5df9","Guidebook","On the left or right side of the screen, can you immediately find information about the percentage of the total available students represented by your chosen search criteria? Answer 'left' or 'right'.","[5165, 5107, 704, 1793, 1852, 11116, 5232, 5154, 951, 1794]","[5171]","Not Found","0.0","75-100"
"0.5","3276a5b991c49cf5f9a4af0f7d6fce67","Administration/Industry file","Which officer verify and signed the complaint?","[4031, 9260, 4726, 4763, 4029, 10228, 3841, 3844, 4773, 2533]","[2605]","Not Found","0.0","75-100"
"0.5","3276a5b991c49cf5f9a4af0f7d6fce67","Administration/Industry file","What are the amounts on checks issued to the Mont Blanc company? Enumerate each amount within a list.","[2582, 2581, 2584, 11167, 2583, 10036, 8454, 2586, 9023, 9795]","[2581, 2582]","1","1.0","75-100"
"0.5","3276a5b991c49cf5f9a4af0f7d6fce67","Administration/Industry file","what is the CA, Bar no of the report?","[2599, 2601, 12000, 2600, 5617, 11864, 11958, 12002, 11931, 11679]","[2601]","2","1.0","75-100"
"0.5","3276a5b991c49cf5f9a4af0f7d6fce67","Administration/Industry file","What is the sum of numbers that are written manually on the page 15 and page 16? Write the answer in the float format.","[11483, 5617, 6365, 6368, 484, 9200, 4222, 11010, 3828, 3824]","[2600, 2607]","Not Found","0.0","75-100"
"0.5","3276a5b991c49cf5f9a4af0f7d6fce67","Administration/Industry file","How many signatures are appeared on the page 15 and page 16? Write the answer in the float format.","[2844, 8613, 6367, 5018, 11483, 3628, 3630, 9644, 3624, 4569]","[2605, 2599]","Not Found","0.0","75-100"
"0.5","7c3f6204b3241f142f0f8eb8e1fefe7a","Administration/Industry file","Which case is related to the statement that ""PIC also never determined if Hanson's qualified immunity defense would overcome her conflicts of interest.""?","[4838, 4811, 4832, 4731, 4750, 4837, 4816, 4728, 4739, 4826]","[4832, 4834, 4835, 4823, 4824]","3","0.2","75-100"
"0.5","7c3f6204b3241f142f0f8eb8e1fefe7a","Administration/Industry file","Who is the defendant of this case?","[4794, 574, 3740, 4829, 9694, 5624, 4527, 4850, 2559, 8206]","[4667]","Not Found","0.0","75-100"
"0.5","936c0e2c2e6c8e0c07c51bfaf7fd0a83","Administration/Industry file","WHAT IS THE LAST YEAR PRESENT IN THE TABULUAR COLUMN?","[1367, 6772, 5140, 6866, 1490, 2126, 1631, 2341, 1632, 9602]","[5670]","Not Found","0.0","75-100"
"0.5","936c0e2c2e6c8e0c07c51bfaf7fd0a83","Administration/Industry file","What is the FEA SRM Service type for Instrumentation and testing?","[5685, 5696, 5695, 5697, 5698, 5690, 5684, 9706, 1132, 871]","[5684, 5685]","1","1.0","75-100"
"0.5","936c0e2c2e6c8e0c07c51bfaf7fd0a83","Administration/Industry file","Name the list of service specification that comes under test management?","[5696, 5697, 5695, 3543, 5699, 5688, 5698, 8792, 9987, 5581]","[5696, 5697]","1","1.0","75-100"
"0.5","936c0e2c2e6c8e0c07c51bfaf7fd0a83","Administration/Industry file","What service specifications are associated with the SRM Component of Information Sharing?","[5697, 5695, 5689, 5696, 5687, 5690, 5686, 5640, 5684, 87]","[5696, 5695]","2","1.0","75-100"
"0.5","936c0e2c2e6c8e0c07c51bfaf7fd0a83","Administration/Industry file","Describe the significant changes of the Risk Management Plan since last year.","[5706, 9982, 3907, 5707, 5709, 5705, 9993, 5704, 9975, 9989]","[5708]","Not Found","0.0","75-100"
"0.5","2405.09818v1","Academic paper","Which figures include line plots in the paper?","[35, 1705, 1209, 2206, 1691, 1566, 58, 266, 1023, 1793]","[2343, 2344, 2345, 2330, 2331, 2332]","Not Found","0.0","75-100"
"0.5","2405.09818v1","Academic paper","What do the green squares denote in Fig 1?","[2290, 1698, 253, 2418, 1167, 1697, 5573, 5574, 2307, 1021]","[2290]","1","1.0","75-100"
"0.5","2405.09818v1","Academic paper","How many subplots are related to obvious loss spikies?","[2330, 8810, 8808, 8997, 1593, 9924, 9858, 10038, 9922, 9847]","[2344, 2331]","Not Found","0.0","75-100"
"0.5","2405.09818v1","Academic paper","Does llama-1 apply qknorm? Directly answer 'yse' or 'no'","[2348, 2332, 5610, 2355, 5613, 2342, 2331, 2347, 1066, 2330]","[2355]","4","1.0","75-100"
"0.5","2405.09818v1","Academic paper","At which step, the loss spikes when without QK-norm?","[2332, 2330, 2331, 2346, 2355, 2347, 2343, 2344, 2351, 2345]","[2331]","3","1.0","75-100"
"0.5","BRO-GL-MMONEY","Brochure","What is the Account No. of Account 7 in the portfolio overview example?","[11089, 11086, 11098, 10636, 3760, 5124, 10859, 5116, 3371, 8085]","[11089]","1","1.0","75-100"
"0.5","BRO-GL-MMONEY","Brochure","What are the currencies shown in Multiple settlement options?","[11106, 11102, 11104, 11105, 11103, 8323, 8362, 994, 9005, 1780]","[11100]","Not Found","0.0","75-100"
"0.5","BRO-GL-MMONEY","Brochure","How many images are shown in the section of trading capabilities?","[11096, 11094, 11091, 11093, 11100, 11097, 11095, 11098, 7526, 11092]","[11112, 11093, 11096, 11098, 11100]","1","0.8","75-100"
"0.5","BRO-GL-MMONEY","Brochure","What is the button to click for up-to-the-minute portfolio balances?","[11094, 11093, 6061, 4096, 5410, 4111, 10828, 84, 1846, 5150]","[11093]","2","1.0","75-100"
"0.5","BRO-GL-MMONEY","Brochure","Which type of chart is shown in the what-if analysis?","[11116, 535, 5974, 5970, 3505, 1690, 1480, 519, 307, 8004]","[11116]","1","1.0","75-100"
"0.5","2312.09390v1","Academic paper","In Figure 1, compared the second subfigure, what is the difference of the first subfigure on supervisor-student relationship?","[1705, 1691, 2421, 1581, 1566, 1593, 500, 1544, 1690, 11950]","[1492]","Not Found","0.0","75-100"
"0.5","2312.09390v1","Academic paper","How many subfigures are in Figure 3?","[11272, 1684, 49, 1308, 8335, 824, 1311, 725, 665, 4182]","[1544]","Not Found","0.0","75-100"
"0.5","2312.09390v1","Academic paper","In Figure 9 including three subfigures, among six different methods, which one is the best?","[1776, 307, 2098, 2100, 1595, 2219, 94, 1512, 2421, 60]","[1593, 1581]","Not Found","0.0","75-100"
"0.5","2310.09158v1","Academic paper","The author mainly conducted experiments on which two tasks?","[1676, 24, 104, 1565, 1768, 9391, 1551, 1776, 5243, 891]","[31, 38, 30]","Not Found","0.0","75-100"
"0.5","2310.09158v1","Academic paper","Which baseline did the pre-trained Vicuna-13B perform best on MAVEN-ERE?","[94, 75, 85, 357, 93, 304, 68, 35, 308, 51]","[85, 94]","1","1.0","75-100"
"0.5","2312.04350v3","Academic paper","how many key steps did the author divide causal inference into?","[1308, 1320, 1301, 1347, 1339, 1333, 1467, 1343, 1480, 1472]","[1273]","Not Found","0.0","75-100"
"0.5","2312.04350v3","Academic paper","What subskill does we need to collect the available data?","[1273, 1409, 1605, 1411, 5771, 1706, 1421, 6397, 1290, 1310]","[1273]","1","1.0","75-100"
"0.5","2312.04350v3","Academic paper","What rung is the second ladder of causation refer to?","[1347, 1289, 1294, 1280, 1276, 1432, 1286, 1287, 1285, 1431]","[1285, 1286, 1288, 1290, 1291]","7","0.4","75-100"
"0.5","2312.04350v3","Academic paper","According to the definition in the paper, how many directed edges are there in a chain-type causal graph?","[1379, 1428, 1290, 1307, 1417, 1467, 1387, 1333, 1323, 1096]","[1290]","3","1.0","75-100"
"0.5","2312.04350v3","Academic paper","Which model performs the best on Cladder?","[1774, 311, 1464, 1463, 2116, 2109, 51, 2129, 1328, 303]","[1327]","Not Found","0.0","75-100"
"0.5","ACTIVISIONBLIZZARD_2019_10K","Financial report","what is the FY2019 fixed asset turnover ratio for Activision Blizzard?","[5971, 7245, 7244, 6696, 7241, 7368, 7363, 7247, 6615, 6376]","[6401, 6402]","Not Found","0.0","75-100"
"0.5","ACTIVISIONBLIZZARD_2019_10K","Financial report","What is the FY2017 - FY2019 3 year average of capex to revenue ratio for Activision Blizzard?Answer in units of percents and round to one decimal place. ","[7245, 5974, 6615, 6090, 7244, 6084, 6862, 7247, 5738, 6779]","[6401, 6402, 6405, 6406]","Not Found","0.0","75-100"
"0.5","ACTIVISIONBLIZZARD_2019_10K","Financial report","what is R&D to asset ratio for Activision Blizzard in FY 2019? ","[3190, 6727, 7377, 6040, 7869, 3193, 6077, 5973, 3483, 6615]","[6401, 6179, 6183, 6186, 6175]","Not Found","0.0","75-100"
"0.5","ACTIVISIONBLIZZARD_2019_10K","Financial report","what is Interest Coverage Ratio for Activsion Blizzard In F2019?","[7296, 5998, 5800, 7295, 7342, 7267, 5807, 5805, 6615, 7246]","[6401, 6402, 6787, 6786]","Not Found","0.0","75-100"
"0.5","ACTIVISIONBLIZZARD_2019_10K","Financial report","what value stock does Activsion Blizzard repurchase in FY2019?Answer in USD billion
","[5973, 7250, 6786, 7244, 7243, 5971, 6404, 5974, 6090, 8575]","[5984, 5983]","Not Found","0.0","75-100"
"0.5","AMAZON_2017_10K","Financial report","What is Amazon's FY2017 days payable outstanding (DPO)?Round your answer to two decimal places. ","[9605, 5656, 3479, 9598, 9592, 9599, 9604, 10077, 7121, 7593]","[8897, 8899, 8903]","Not Found","0.0","75-100"
"0.5","AMAZON_2017_10K","Financial report","what is Amazon's FY2017 Operating Profit Margin Before Depreciation? round your answer to three decimal","[9474, 9468, 9002, 9668, 9175, 5656, 2985, 8869, 2956, 9387]","[9152, 8897, 9154, 8899, 9155, 9153, 9158]","Not Found","0.0","75-100"
"0.5","AMAZON_2017_10K","Financial report","what is Amazon's FY2017 return on asset ? round your answer to three decimal","[8139, 1296, 5664, 5656, 10595, 10548, 10589, 10590, 3778, 8850]","[8897, 8899, 8885, 8886]","Not Found","0.0","75-100"
"0.5","AMAZON_2017_10K","Financial report","what is Amazon's FY2017 return on equity? round your answer to three decimal","[3559, 3557, 7765, 8890, 3314, 7920, 9176, 6402, 8064, 9468]","[8897, 8899, 8903]","Not Found","0.0","75-100"
"0.5","AMAZON_2017_10K","Financial report","what is Amazon's FY2017 effective tax rate? round your answer to three decimal","[2985, 2956, 2984, 2976, 9784, 3068, 7910, 6192, 6203, 3471]","[8897, 9106, 8899, 9116]","Not Found","0.0","75-100"
"0.5","AMAZON_2017_10K","Financial report","what is Amazon's FY2017 Interest Expense to Average Long-Term Debt Ratio?  round your answer to three decimal","[10636, 3230, 3507, 3506, 3508, 2954, 9048, 9002, 3511, 9050]","[8897, 8899, 8903]","Not Found","0.0","75-100"
"0.5","AMAZON_2017_10K","Financial report","what is Amazon's FY2017 cash balance to total liability ratio? round your answer to three decimal","[9206, 10077, 9592, 9469, 7970, 9002, 6615, 9468, 8790, 6627]","[9016, 8903]","Not Found","0.0","75-100"
"0.5","AMAZON_2017_10K","Financial report","what is Amazon's FY2017 debt to ebitda ratio? round your answer to three decimal ","[6668, 2437, 3062, 9574, 1626, 10796, 4774, 4733, 2482, 4677]","[9152, 8897, 9154, 8899, 9155, 9153, 9158, 9048]","Not Found","0.0","75-100"
"0.5","AMAZON_2017_10K","Financial report","what is the percentage change of  return for allowance from 2016 to  2017? Round your answer to one decimal  ","[8929, 8842, 8971, 3544, 3352, 8861, 9130, 1273, 9135, 6857]","[8929]","1","1.0","75-100"
